               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.035557,            0.029381,                   0,             0.91258,             0.91186,             0.93179,             0.41937,            0.040212,            0.039792,                   0,           0.0084358,           0.0084358,           0.0084358
                 160,             0.03585,            0.027486,                   0,             0.92762,             0.91864,             0.94215,             0.43027,            0.038979,            0.039804,                   0,           0.0084259,           0.0084259,           0.0084259
                 161,            0.034144,            0.029784,                   0,             0.92811,             0.91897,             0.94126,             0.42395,            0.042071,             0.03989,                   0,            0.008416,            0.008416,            0.008416
                 162,            0.037247,            0.028953,                   0,             0.91842,             0.90508,             0.92832,             0.41587,            0.041862,            0.040404,                   0,           0.0084061,           0.0084061,           0.0084061
                 163,            0.035733,            0.028218,                   0,             0.93709,             0.91864,             0.94003,             0.41749,            0.040186,            0.040635,                   0,           0.0083962,           0.0083962,           0.0083962
                 164,            0.032516,            0.027065,                   0,             0.93752,             0.91864,             0.93547,             0.41472,            0.039676,            0.040849,                   0,           0.0083863,           0.0083863,           0.0083863
                 165,            0.035848,            0.030262,                   0,             0.93343,             0.90169,             0.92909,             0.40807,            0.040778,            0.041021,                   0,           0.0083764,           0.0083764,           0.0083764
                 166,            0.032054,            0.026804,                   0,             0.93388,             0.89153,             0.93662,             0.41011,            0.041621,            0.042133,                   0,           0.0083665,           0.0083665,           0.0083665
                 167,            0.035188,            0.030253,                   0,              0.9234,             0.89831,              0.9263,             0.40656,            0.040128,            0.041613,                   0,           0.0083566,           0.0083566,           0.0083566
                 168,            0.034954,            0.030949,                   0,             0.92472,             0.91607,             0.93808,             0.41658,            0.038215,            0.039721,                   0,           0.0083467,           0.0083467,           0.0083467
                 169,             0.03267,              0.0294,                   0,             0.92048,             0.89492,             0.93218,             0.40888,            0.038711,            0.041428,                   0,           0.0083368,           0.0083368,           0.0083368
                 170,            0.034394,            0.028009,                   0,             0.93271,             0.89268,             0.94084,             0.40258,            0.038764,             0.04172,                   0,           0.0083269,           0.0083269,           0.0083269
                 171,             0.03252,            0.026886,                   0,             0.91072,             0.88475,             0.91201,             0.40876,             0.03975,            0.042054,                   0,            0.008317,            0.008317,            0.008317
                 172,            0.032086,             0.02966,                   0,             0.90784,             0.88814,             0.90612,             0.39266,            0.041084,            0.040803,                   0,           0.0083071,           0.0083071,           0.0083071
                 173,            0.036005,            0.028917,                   0,             0.93582,             0.88965,             0.92505,             0.41666,            0.042045,            0.040799,                   0,           0.0082972,           0.0082972,           0.0082972
                 174,            0.034471,              0.0278,                   0,             0.93121,             0.87183,             0.91265,             0.40658,            0.039814,            0.040887,                   0,           0.0082873,           0.0082873,           0.0082873
                 175,            0.034319,            0.029226,                   0,             0.92969,             0.89492,             0.92801,             0.40497,            0.041314,            0.040901,                   0,           0.0082774,           0.0082774,           0.0082774
                 176,             0.03573,            0.027828,                   0,             0.92816,             0.87592,             0.91921,             0.39813,            0.040395,            0.040556,                   0,           0.0082675,           0.0082675,           0.0082675
                 177,             0.03314,            0.025833,                   0,             0.92864,             0.88228,             0.92744,               0.409,            0.040922,            0.041176,                   0,           0.0082576,           0.0082576,           0.0082576
                 178,            0.037469,            0.027584,                   0,             0.93148,             0.87563,             0.91904,             0.39786,            0.041924,            0.040866,                   0,           0.0082477,           0.0082477,           0.0082477
                 179,            0.033842,            0.026013,                   0,             0.92346,             0.88814,             0.90453,             0.39416,            0.042481,            0.041926,                   0,           0.0082378,           0.0082378,           0.0082378
                 180,            0.034948,            0.028913,                   0,             0.92599,             0.90847,             0.92214,             0.39268,            0.040949,            0.042352,                   0,           0.0082279,           0.0082279,           0.0082279
                 181,            0.037405,            0.028354,                   0,             0.91532,             0.90169,             0.91641,             0.39992,            0.040499,            0.042637,                   0,            0.008218,            0.008218,            0.008218
                 182,             0.03412,            0.027451,                   0,               0.929,             0.90847,             0.92747,              0.4089,             0.04134,            0.042356,                   0,           0.0082081,           0.0082081,           0.0082081
                 183,            0.032725,            0.027645,                   0,             0.90795,             0.90847,             0.92648,             0.40989,             0.03932,            0.042576,                   0,           0.0081982,           0.0081982,           0.0081982
                 184,            0.034235,             0.02714,                   0,              0.9374,              0.8678,             0.92057,             0.39456,            0.040055,            0.045511,                   0,           0.0081883,           0.0081883,           0.0081883
                 185,            0.033574,            0.027543,                   0,             0.92982,             0.89153,             0.91849,             0.39034,            0.039579,            0.044051,                   0,           0.0081784,           0.0081784,           0.0081784
                 186,            0.034447,            0.027316,                   0,             0.92196,             0.87119,             0.91338,             0.37506,            0.042773,            0.045818,                   0,           0.0081685,           0.0081685,           0.0081685
                 187,            0.034008,            0.027426,                   0,             0.95704,             0.90631,             0.95008,             0.41277,            0.038967,            0.040892,                   0,           0.0081586,           0.0081586,           0.0081586
                 188,            0.032497,            0.030001,                   0,             0.93538,             0.89831,             0.93296,             0.41761,            0.039663,            0.041335,                   0,           0.0081487,           0.0081487,           0.0081487
                 189,            0.035844,             0.02794,                   0,             0.94315,             0.89492,             0.93705,             0.41361,             0.03968,             0.04204,                   0,           0.0081388,           0.0081388,           0.0081388
                 190,            0.031652,            0.027389,                   0,             0.90761,             0.88136,             0.92109,             0.40533,            0.040755,            0.042698,                   0,           0.0081289,           0.0081289,           0.0081289
                 191,            0.031787,            0.024674,                   0,             0.89477,             0.91525,             0.91526,             0.41897,            0.039576,            0.041385,                   0,            0.008119,            0.008119,            0.008119
                 192,            0.032066,            0.026042,                   0,             0.89837,             0.91525,             0.89927,             0.39781,            0.040076,            0.040917,                   0,           0.0081091,           0.0081091,           0.0081091
                 193,            0.031092,             0.02542,                   0,             0.91276,             0.90847,             0.93134,             0.40138,            0.040291,            0.041282,                   0,           0.0080992,           0.0080992,           0.0080992
                 194,            0.032901,            0.025584,                   0,             0.93166,             0.89831,             0.92995,             0.39929,            0.040977,            0.042312,                   0,           0.0080893,           0.0080893,           0.0080893
                 195,            0.033548,            0.029528,                   0,             0.92911,             0.88862,             0.93439,             0.39973,            0.040468,            0.042383,                   0,           0.0080794,           0.0080794,           0.0080794
                 196,            0.033281,            0.027772,                   0,             0.92637,             0.89557,             0.92835,             0.40239,            0.040173,            0.042121,                   0,           0.0080695,           0.0080695,           0.0080695
                 197,            0.032652,            0.028382,                   0,             0.92673,             0.89153,             0.92012,             0.39342,            0.042138,            0.043744,                   0,           0.0080596,           0.0080596,           0.0080596
                 198,            0.031013,             0.02652,                   0,             0.92656,             0.88814,              0.9025,             0.40633,            0.039245,            0.042557,                   0,           0.0080497,           0.0080497,           0.0080497
                 199,            0.033369,            0.028726,                   0,             0.92907,             0.88814,             0.90007,             0.40739,            0.039169,            0.042159,                   0,           0.0080398,           0.0080398,           0.0080398
                 200,            0.032321,            0.027394,                   0,             0.93001,             0.90091,             0.90589,             0.40575,            0.040052,            0.041842,                   0,           0.0080299,           0.0080299,           0.0080299
                 201,            0.029446,            0.024441,                   0,              0.9177,             0.90169,             0.91045,             0.40626,            0.038274,            0.042156,                   0,             0.00802,             0.00802,             0.00802
                 202,            0.032925,            0.028114,                   0,             0.91851,             0.91186,             0.91131,             0.39892,            0.039332,            0.042272,                   0,           0.0080101,           0.0080101,           0.0080101
                 203,            0.032116,            0.028798,                   0,             0.93724,             0.91186,             0.92952,             0.37263,            0.041213,            0.042771,                   0,           0.0080002,           0.0080002,           0.0080002
                 204,            0.032649,            0.025391,                   0,             0.94161,             0.90169,             0.92803,             0.37892,            0.040466,            0.042309,                   0,           0.0079903,           0.0079903,           0.0079903
